id,object_id,title_zh,title_en,time_period,dynasty_id,type,material,description,dimensions,museum_id,location_id,detail_url,image_url,image_path,credit_line,accession_number,crawl_date,image_validated,last_updated,created_at,material_zh,type_zh,description_zh
2960,1512,佛经封面碎片,Sutra Cover Fragment,16th - early 17th century,26.0,Textiles,Satin brocade with chrysanthemums,"Buddhist scriptures, or sutras, that are bound accordion-style are often protected with covers composed of paperboard wrapped in decorative silk. Titles and volume numbers appear on strips of paper adhered to the fabric. The use of silk for sutra covers dates back to at least the Tang dynasty (618–907), but most extant examples are from the Ming dynasty (1368–1644) and later, when the printing industry grew in China. In some cases, sutra printings were sponsored by the imperial government, resulting in superior editions based on texts from the palace collection.

Complex weaves of lustrous silk, sometimes highlighted by metallic thread, made possible a wide array of patterns and motifs. These include floral scrolls, Buddhist emblems, traditional Chinese symbols of blessings, and Chinese characters with auspicious meanings, all of which are also found on Buddhist ritual vessels and implements made from lacquer, gold, silver, and porcelain. 

In 1940 more than five hundred sutra covers, along with a significant assemblage of other textiles, were acquired from Carl Schuster, who served as assistant curator of Chinese art at the Philadelphia Museum of Art from 1935 to 1937. Schuster’s collection is an important resource for the study of Chinese textiles.",14 × 5 3/4 inches (35.6 × 14.6 cm),3,,https://www.philamuseum.org/collection/object/149040,"https://iiif.micr.io/pnVkJ/full/^300,/0/default.jpg",,"Purchased with the John T. Morris Fund from the Carl Schuster Collection, 1940",149040,2026-06-01,,2026-06-01,2026-06-01,菊花缎锦,纺织品,手风琴式装订的佛经通常用装饰性丝绸包裹的纸板制成的盖子保护。标题和卷号出现在粘在织物上的纸条上。丝绸用于佛经封面至少可以追溯到唐朝（618-907），但现存的大多数例子都来自明朝（1368-1644）以及后来中国印刷业发展的时期。在某些情况下，佛经印刷是由帝国政府赞助的，从而产生了基于宫廷收藏文本的高级版本。光泽丝绸的复杂编织，有时以金属线为亮点，使各种图案和图案成为可能。这些包括花卉卷轴、佛教标志、中国传统的祝福符号和具有吉祥意义的汉字，所有这些都可以在由漆、金、银和瓷器制成的佛教礼器和器具上找到。1940年，从1935年至1937年担任费城艺术博物馆中国艺术助理馆长的卡尔·舒斯特那里获得了500多个佛经封面，以及大量其他纺织品。舒斯特的藏品是研究中国纺织品的重要资源。
2618,1513,佛经封面碎片,Sutra Cover Fragment,16th - early 17th century,26.0,Textiles,Satin brocade with chrysanthemums,"Buddhist scriptures, or sutras, that are bound accordion-style are often protected with covers composed of paperboard wrapped in decorative silk. Titles and volume numbers appear on strips of paper adhered to the fabric. The use of silk for sutra covers dates back to at least the Tang dynasty (618–907), but most extant examples are from the Ming dynasty (1368–1644) and later, when the printing industry grew in China. In some cases, sutra printings were sponsored by the imperial government, resulting in superior editions based on texts from the palace collection.

Complex weaves of lustrous silk, sometimes highlighted by metallic thread, made possible a wide array of patterns and motifs. These include floral scrolls, Buddhist emblems, traditional Chinese symbols of blessings, and Chinese characters with auspicious meanings, all of which are also found on Buddhist ritual vessels and implements made from lacquer, gold, silver, and porcelain. 

In 1940 more than five hundred sutra covers, along with a significant assemblage of other textiles, were acquired from Carl Schuster, who served as assistant curator of Chinese art at the Philadelphia Museum of Art from 1935 to 1937. Schuster’s collection is an important resource for the study of Chinese textiles.",14 3/8 × 5 9/16 inches (36.5 × 14.2 cm),3,,https://www.philamuseum.org/collection/object/149041,"https://iiif.micr.io/rTAOg/full/^300,/0/default.jpg",,"Purchased with the John T. Morris Fund from the Carl Schuster Collection, 1940",149041,2026-06-01,,2026-06-01,2026-06-01,菊花缎锦,纺织品,手风琴式装订的佛经通常用装饰性丝绸包裹的纸板制成的盖子保护。标题和卷号出现在粘在织物上的纸条上。丝绸用于佛经封面至少可以追溯到唐朝（618-907），但现存的大多数例子都来自明朝（1368-1644）以及后来中国印刷业发展的时期。在某些情况下，佛经印刷是由帝国政府赞助的，从而产生了基于宫廷收藏文本的高级版本。光泽丝绸的复杂编织，有时以金属线为亮点，使各种图案和图案成为可能。这些包括花卉卷轴、佛教标志、中国传统的祝福符号和具有吉祥意义的汉字，所有这些都可以在由漆、金、银和瓷器制成的佛教礼器和器具上找到。1940年，从1935年至1937年担任费城艺术博物馆中国艺术助理馆长的卡尔·舒斯特那里获得了500多个佛经封面，以及大量其他纺织品。舒斯特的藏品是研究中国纺织品的重要资源。
2788,1514,佛经封面碎片,Sutra Cover Fragment,16th - early 17th century,26.0,Textiles,"Satin with supplementary weft, phoenix and flower","Buddhist scriptures, or sutras, that are bound accordion-style are often protected with covers composed of paperboard wrapped in decorative silk. Titles and volume numbers appear on strips of paper adhered to the fabric. The use of silk for sutra covers dates back to at least the Tang dynasty (618–907), but most extant examples are from the Ming dynasty (1368–1644) and later, when the printing industry grew in China. In some cases, sutra printings were sponsored by the imperial government, resulting in superior editions based on texts from the palace collection.

Complex weaves of lustrous silk, sometimes highlighted by metallic thread, made possible a wide array of patterns and motifs. These include floral scrolls, Buddhist emblems, traditional Chinese symbols of blessings, and Chinese characters with auspicious meanings, all of which are also found on Buddhist ritual vessels and implements made from lacquer, gold, silver, and porcelain. 

In 1940 more than five hundred sutra covers, along with a significant assemblage of other textiles, were acquired from Carl Schuster, who served as assistant curator of Chinese art at the Philadelphia Museum of Art from 1935 to 1937. Schuster’s collection is an important resource for the study of Chinese textiles.",12 1/16 × 4 3/4 inches (30.6 × 12.1 cm),3,,https://www.philamuseum.org/collection/object/149047,"https://iiif.micr.io/hoLnQ/full/^300,/0/default.jpg",,"Purchased with the John T. Morris Fund from the Carl Schuster Collection, 1940",149047,2026-06-01,,2026-06-01,2026-06-01,缎面辅以纬线、凤凰和花朵,纺织品,手风琴式装订的佛经通常用装饰性丝绸包裹的纸板制成的盖子保护。标题和卷号出现在粘在织物上的纸条上。丝绸用于佛经封面至少可以追溯到唐朝（618-907），但现存的大多数例子都来自明朝（1368-1644）以及后来中国印刷业发展的时期。在某些情况下，佛经印刷是由帝国政府赞助的，从而产生了基于宫廷收藏文本的高级版本。光泽丝绸的复杂编织，有时以金属线为亮点，使各种图案和图案成为可能。这些包括花卉卷轴、佛教标志、中国传统的祝福符号和具有吉祥意义的汉字，所有这些都可以在由漆、金、银和瓷器制成的佛教礼器和器具上找到。1940年，从1935年至1937年担任费城艺术博物馆中国艺术助理馆长的卡尔·舒斯特那里获得了500多个佛经封面，以及大量其他纺织品。舒斯特的藏品是研究中国纺织品的重要资源。
2706,1515,佛经封面碎片,Sutra Cover Fragment,16th - early 17th century,26.0,Textiles,Satin brocade with medallion of Eight Buddhist symbols on cloud ground,"Buddhist scriptures, or sutras, that are bound accordion-style are often protected with covers composed of paperboard wrapped in decorative silk. Titles and volume numbers appear on strips of paper adhered to the fabric. The use of silk for sutra covers dates back to at least the Tang dynasty (618–907), but most extant examples are from the Ming dynasty (1368–1644) and later, when the printing industry grew in China. In some cases, sutra printings were sponsored by the imperial government, resulting in superior editions based on texts from the palace collection.

Complex weaves of lustrous silk, sometimes highlighted by metallic thread, made possible a wide array of patterns and motifs. These include floral scrolls, Buddhist emblems, traditional Chinese symbols of blessings, and Chinese characters with auspicious meanings, all of which are also found on Buddhist ritual vessels and implements made from lacquer, gold, silver, and porcelain. 

In 1940 more than five hundred sutra covers, along with a significant assemblage of other textiles, were acquired from Carl Schuster, who served as assistant curator of Chinese art at the Philadelphia Museum of Art from 1935 to 1937. Schuster’s collection is an important resource for the study of Chinese textiles.",14 1/8 × 5 1/16 inches (35.8 × 12.9 cm),3,,https://www.philamuseum.org/collection/object/149079,"https://iiif.micr.io/wuXjM/full/^300,/0/default.jpg",,"Purchased with the John T. Morris Fund from the Carl Schuster Collection, 1940",149079,2026-06-01,,2026-06-01,2026-06-01,云底缎锦八佛图案,纺织品,手风琴式装订的佛经通常用装饰性丝绸包裹的纸板制成的盖子保护。标题和卷号出现在粘在织物上的纸条上。丝绸用于佛经封面至少可以追溯到唐朝（618-907），但现存的大多数例子都来自明朝（1368-1644）以及后来中国印刷业发展的时期。在某些情况下，佛经印刷是由帝国政府赞助的，从而产生了基于宫廷收藏文本的高级版本。光泽丝绸的复杂编织，有时以金属线为亮点，使各种图案和图案成为可能。这些包括花卉卷轴、佛教标志、中国传统的祝福符号和具有吉祥意义的汉字，所有这些都可以在由漆、金、银和瓷器制成的佛教礼器和器具上找到。1940年，从1935年至1937年担任费城艺术博物馆中国艺术助理馆长的卡尔·舒斯特那里获得了500多个佛经封面，以及大量其他纺织品。舒斯特的藏品是研究中国纺织品的重要资源。
2621,1516,佛经封面碎片,Sutra Cover Fragment,16th - early 17th century,26.0,Textiles,Satin brocade with floral scroll,"Buddhist scriptures, or sutras, that are bound accordion-style are often protected with covers composed of paperboard wrapped in decorative silk. Titles and volume numbers appear on strips of paper adhered to the fabric. The use of silk for sutra covers dates back to at least the Tang dynasty (618–907), but most extant examples are from the Ming dynasty (1368–1644) and later, when the printing industry grew in China. In some cases, sutra printings were sponsored by the imperial government, resulting in superior editions based on texts from the palace collection.

Complex weaves of lustrous silk, sometimes highlighted by metallic thread, made possible a wide array of patterns and motifs. These include floral scrolls, Buddhist emblems, traditional Chinese symbols of blessings, and Chinese characters with auspicious meanings, all of which are also found on Buddhist ritual vessels and implements made from lacquer, gold, silver, and porcelain. 

In 1940 more than five hundred sutra covers, along with a significant assemblage of other textiles, were acquired from Carl Schuster, who served as assistant curator of Chinese art at the Philadelphia Museum of Art from 1935 to 1937. Schuster’s collection is an important resource for the study of Chinese textiles.",12 3/8 × 5 7/16 inches (31.4 × 13.8 cm),3,,https://www.philamuseum.org/collection/object/149080,"https://iiif.micr.io/LbCfK/full/^300,/0/default.jpg",,"Purchased with the John T. Morris Fund from the Carl Schuster Collection, 1940",149080,2026-06-01,,2026-06-01,2026-06-01,缎锦花卷,纺织品,手风琴式装订的佛经通常用装饰性丝绸包裹的纸板制成的盖子保护。标题和卷号出现在粘在织物上的纸条上。丝绸用于佛经封面至少可以追溯到唐朝（618-907），但现存的大多数例子都来自明朝（1368-1644）以及后来中国印刷业发展的时期。在某些情况下，佛经印刷是由帝国政府赞助的，从而产生了基于宫廷收藏文本的高级版本。光泽丝绸的复杂编织，有时以金属线为亮点，使各种图案和图案成为可能。这些包括花卉卷轴、佛教标志、中国传统的祝福符号和具有吉祥意义的汉字，所有这些都可以在由漆、金、银和瓷器制成的佛教礼器和器具上找到。1940年，从1935年至1937年担任费城艺术博物馆中国艺术助理馆长的卡尔·舒斯特那里获得了500多个佛经封面，以及大量其他纺织品。舒斯特的藏品是研究中国纺织品的重要资源。
2792,1517,佛经封面碎片,Sutra Cover Fragment,16th - early 17th century,26.0,Textiles,Satin brocade with parts of a large malva blossom and leaf,"Buddhist scriptures, or sutras, that are bound accordion-style are often protected with covers composed of paperboard wrapped in decorative silk. Titles and volume numbers appear on strips of paper adhered to the fabric. The use of silk for sutra covers dates back to at least the Tang dynasty (618–907), but most extant examples are from the Ming dynasty (1368–1644) and later, when the printing industry grew in China. In some cases, sutra printings were sponsored by the imperial government, resulting in superior editions based on texts from the palace collection.

Complex weaves of lustrous silk, sometimes highlighted by metallic thread, made possible a wide array of patterns and motifs. These include floral scrolls, Buddhist emblems, traditional Chinese symbols of blessings, and Chinese characters with auspicious meanings, all of which are also found on Buddhist ritual vessels and implements made from lacquer, gold, silver, and porcelain. 

In 1940 more than five hundred sutra covers, along with a significant assemblage of other textiles, were acquired from Carl Schuster, who served as assistant curator of Chinese art at the Philadelphia Museum of Art from 1935 to 1937. Schuster’s collection is an important resource for the study of Chinese textiles.",13 1/2 × 5 1/2 inches (34.3 × 14 cm),3,,https://www.philamuseum.org/collection/object/149081,"https://iiif.micr.io/UCvuv/full/^300,/0/default.jpg",,"Purchased with the John T. Morris Fund from the Carl Schuster Collection, 1940",149081,2026-06-01,,2026-06-01,2026-06-01,缎纹锦缎，上面有一朵大海棠花和叶子的一部分,纺织品,手风琴式装订的佛经通常用装饰性丝绸包裹的纸板制成的盖子保护。标题和卷号出现在粘在织物上的纸条上。丝绸用于佛经封面至少可以追溯到唐朝（618-907），但现存的大多数例子都来自明朝（1368-1644）以及后来中国印刷业发展的时期。在某些情况下，佛经印刷是由帝国政府赞助的，从而产生了基于宫廷收藏文本的高级版本。光泽丝绸的复杂编织，有时以金属线为亮点，使各种图案和图案成为可能。这些包括花卉卷轴、佛教标志、中国传统的祝福符号和具有吉祥意义的汉字，所有这些都可以在由漆、金、银和瓷器制成的佛教礼器和器具上找到。1940年，从1935年至1937年担任费城艺术博物馆中国艺术助理馆长的卡尔·舒斯特那里获得了500多个佛经封面，以及大量其他纺织品。舒斯特的藏品是研究中国纺织品的重要资源。
2865,1518,佛经封面碎片,Sutra Cover Fragment,16th - early 17th century,26.0,Textiles,Double weave silk with lotus topped by character Fo (buddha) on oblique squares containing plum blossom ground,"Buddhist scriptures, or sutras, that are bound accordion-style are often protected with covers composed of paperboard wrapped in decorative silk. Titles and volume numbers appear on strips of paper adhered to the fabric. The use of silk for sutra covers dates back to at least the Tang dynasty (618–907), but most extant examples are from the Ming dynasty (1368–1644) and later, when the printing industry grew in China. In some cases, sutra printings were sponsored by the imperial government, resulting in superior editions based on texts from the palace collection.

Complex weaves of lustrous silk, sometimes highlighted by metallic thread, made possible a wide array of patterns and motifs. These include floral scrolls, Buddhist emblems, traditional Chinese symbols of blessings, and Chinese characters with auspicious meanings, all of which are also found on Buddhist ritual vessels and implements made from lacquer, gold, silver, and porcelain. 

In 1940 more than five hundred sutra covers, along with a significant assemblage of other textiles, were acquired from Carl Schuster, who served as assistant curator of Chinese art at the Philadelphia Museum of Art from 1935 to 1937. Schuster’s collection is an important resource for the study of Chinese textiles.",13 1/16 × 5 5/16 inches (33.1 × 13.5 cm),3,,https://www.philamuseum.org/collection/object/149091,"https://iiif.micr.io/HOhbj/full/^300,/0/default.jpg",,"Purchased with the John T. Morris Fund from the Carl Schuster Collection, 1940",149091,2026-06-01,,2026-06-01,2026-06-01,梅花地斜方上莲花顶佛双织丝绸,纺织品,手风琴式装订的佛经通常用装饰性丝绸包裹的纸板制成的盖子保护。标题和卷号出现在粘在织物上的纸条上。丝绸用于佛经封面至少可以追溯到唐朝（618-907），但现存的大多数例子都来自明朝（1368-1644）以及后来中国印刷业发展的时期。在某些情况下，佛经印刷是由帝国政府赞助的，从而产生了基于宫廷收藏文本的高级版本。光泽丝绸的复杂编织，有时以金属线为亮点，使各种图案和图案成为可能。这些包括花卉卷轴、佛教标志、中国传统的祝福符号和具有吉祥意义的汉字，所有这些都可以在由漆、金、银和瓷器制成的佛教礼器和器具上找到。1940年，从1935年至1937年担任费城艺术博物馆中国艺术助理馆长的卡尔·舒斯特那里获得了500多个佛经封面，以及大量其他纺织品。舒斯特的藏品是研究中国纺织品的重要资源。
2866,1519,佛经封面碎片,Sutra Cover Fragment,16th - early 17th century,26.0,Textiles,Satin damask with lotus scroll,"Buddhist scriptures, or sutras, that are bound accordion-style are often protected with covers composed of paperboard wrapped in decorative silk. Titles and volume numbers appear on strips of paper adhered to the fabric. The use of silk for sutra covers dates back to at least the Tang dynasty (618–907), but most extant examples are from the Ming dynasty (1368–1644) and later, when the printing industry grew in China. In some cases, sutra printings were sponsored by the imperial government, resulting in superior editions based on texts from the palace collection.

Complex weaves of lustrous silk, sometimes highlighted by metallic thread, made possible a wide array of patterns and motifs. These include floral scrolls, Buddhist emblems, traditional Chinese symbols of blessings, and Chinese characters with auspicious meanings, all of which are also found on Buddhist ritual vessels and implements made from lacquer, gold, silver, and porcelain. 

In 1940 more than five hundred sutra covers, along with a significant assemblage of other textiles, were acquired from Carl Schuster, who served as assistant curator of Chinese art at the Philadelphia Museum of Art from 1935 to 1937. Schuster’s collection is an important resource for the study of Chinese textiles.",14 3/16 × 16 13/16 inches (36 × 42.7 cm),3,,https://www.philamuseum.org/collection/object/149094,"https://iiif.micr.io/tYyHr/full/^300,/0/default.jpg",,"Purchased with the John T. Morris Fund from the Carl Schuster Collection, 1940",149094,2026-06-01,,2026-06-01,2026-06-01,莲花卷缎锦缎,纺织品,手风琴式装订的佛经通常用装饰性丝绸包裹的纸板制成的盖子保护。标题和卷号出现在粘在织物上的纸条上。丝绸用于佛经封面至少可以追溯到唐朝（618-907），但现存的大多数例子都来自明朝（1368-1644）以及后来中国印刷业发展的时期。在某些情况下，佛经印刷是由帝国政府赞助的，从而产生了基于宫廷收藏文本的高级版本。光泽丝绸的复杂编织，有时以金属线为亮点，使各种图案和图案成为可能。这些包括花卉卷轴、佛教标志、中国传统的祝福符号和具有吉祥意义的汉字，所有这些都可以在由漆、金、银和瓷器制成的佛教礼器和器具上找到。1940年，从1935年至1937年担任费城艺术博物馆中国艺术助理馆长的卡尔·舒斯特那里获得了500多个佛经封面，以及大量其他纺织品。舒斯特的藏品是研究中国纺织品的重要资源。
2623,1520,佛经封面碎片,Sutra Cover Fragment,16th - early 17th century,26.0,Textiles,"Satin with supplementary weft, lotus scroll","Buddhist scriptures, or sutras, that are bound accordion-style are often protected with covers composed of paperboard wrapped in decorative silk. Titles and volume numbers appear on strips of paper adhered to the fabric. The use of silk for sutra covers dates back to at least the Tang dynasty (618–907), but most extant examples are from the Ming dynasty (1368–1644) and later, when the printing industry grew in China. In some cases, sutra printings were sponsored by the imperial government, resulting in superior editions based on texts from the palace collection.

Complex weaves of lustrous silk, sometimes highlighted by metallic thread, made possible a wide array of patterns and motifs. These include floral scrolls, Buddhist emblems, traditional Chinese symbols of blessings, and Chinese characters with auspicious meanings, all of which are also found on Buddhist ritual vessels and implements made from lacquer, gold, silver, and porcelain. 

In 1940 more than five hundred sutra covers, along with a significant assemblage of other textiles, were acquired from Carl Schuster, who served as assistant curator of Chinese art at the Philadelphia Museum of Art from 1935 to 1937. Schuster’s collection is an important resource for the study of Chinese textiles.",13 1/8 × 5 1/2 inches (33.3 × 14 cm),3,,https://www.philamuseum.org/collection/object/149096,"https://iiif.micr.io/XvpXj/full/^300,/0/default.jpg",,"Purchased with the John T. Morris Fund from the Carl Schuster Collection, 1940",149096,2026-06-01,,2026-06-01,2026-06-01,缎面辅以纬线，莲花卷轴,纺织品,手风琴式装订的佛经通常用装饰性丝绸包裹的纸板制成的盖子保护。标题和卷号出现在粘在织物上的纸条上。丝绸用于佛经封面至少可以追溯到唐朝（618-907），但现存的大多数例子都来自明朝（1368-1644）以及后来中国印刷业发展的时期。在某些情况下，佛经印刷是由帝国政府赞助的，从而产生了基于宫廷收藏文本的高级版本。光泽丝绸的复杂编织，有时以金属线为亮点，使各种图案和图案成为可能。这些包括花卉卷轴、佛教标志、中国传统的祝福符号和具有吉祥意义的汉字，所有这些都可以在由漆、金、银和瓷器制成的佛教礼器和器具上找到。1940年，从1935年至1937年担任费城艺术博物馆中国艺术助理馆长的卡尔·舒斯特那里获得了500多个佛经封面，以及大量其他纺织品。舒斯特的藏品是研究中国纺织品的重要资源。
2707,1521,佛经封面碎片,Sutra Cover Fragment,16th - early 17th century,26.0,Textiles,Two colored satin with lotus scroll,"Buddhist scriptures, or sutras, that are bound accordion-style are often protected with covers composed of paperboard wrapped in decorative silk. Titles and volume numbers appear on strips of paper adhered to the fabric. The use of silk for sutra covers dates back to at least the Tang dynasty (618–907), but most extant examples are from the Ming dynasty (1368–1644) and later, when the printing industry grew in China. In some cases, sutra printings were sponsored by the imperial government, resulting in superior editions based on texts from the palace collection.

Complex weaves of lustrous silk, sometimes highlighted by metallic thread, made possible a wide array of patterns and motifs. These include floral scrolls, Buddhist emblems, traditional Chinese symbols of blessings, and Chinese characters with auspicious meanings, all of which are also found on Buddhist ritual vessels and implements made from lacquer, gold, silver, and porcelain. 

In 1940 more than five hundred sutra covers, along with a significant assemblage of other textiles, were acquired from Carl Schuster, who served as assistant curator of Chinese art at the Philadelphia Museum of Art from 1935 to 1937. Schuster’s collection is an important resource for the study of Chinese textiles.",14 7/16 × 5 7/16 inches (36.7 × 13.8 cm),3,,https://www.philamuseum.org/collection/object/149098,"https://iiif.micr.io/foJhW/full/^300,/0/default.jpg",,"Purchased with the John T. Morris Fund from the Carl Schuster Collection, 1940",149098,2026-06-01,,2026-06-01,2026-06-01,双色缎面莲花卷轴,纺织品,手风琴式装订的佛经通常用装饰性丝绸包裹的纸板制成的盖子保护。标题和卷号出现在粘在织物上的纸条上。丝绸用于佛经封面至少可以追溯到唐朝（618-907），但现存的大多数例子都来自明朝（1368-1644）以及后来中国印刷业发展的时期。在某些情况下，佛经印刷是由帝国政府赞助的，从而产生了基于宫廷收藏文本的高级版本。光泽丝绸的复杂编织，有时以金属线为亮点，使各种图案和图案成为可能。这些包括花卉卷轴、佛教标志、中国传统的祝福符号和具有吉祥意义的汉字，所有这些都可以在由漆、金、银和瓷器制成的佛教礼器和器具上找到。1940年，从1935年至1937年担任费城艺术博物馆中国艺术助理馆长的卡尔·舒斯特那里获得了500多个佛经封面，以及大量其他纺织品。舒斯特的藏品是研究中国纺织品的重要资源。
2964,1522,佛经封面碎片,Sutra Cover Fragment,16th - early 17th century,26.0,Textiles,"Satin with supplementary weft, lotus scroll","Buddhist scriptures, or sutras, that are bound accordion-style are often protected with covers composed of paperboard wrapped in decorative silk. Titles and volume numbers appear on strips of paper adhered to the fabric. The use of silk for sutra covers dates back to at least the Tang dynasty (618–907), but most extant examples are from the Ming dynasty (1368–1644) and later, when the printing industry grew in China. In some cases, sutra printings were sponsored by the imperial government, resulting in superior editions based on texts from the palace collection.

Complex weaves of lustrous silk, sometimes highlighted by metallic thread, made possible a wide array of patterns and motifs. These include floral scrolls, Buddhist emblems, traditional Chinese symbols of blessings, and Chinese characters with auspicious meanings, all of which are also found on Buddhist ritual vessels and implements made from lacquer, gold, silver, and porcelain. 

In 1940 more than five hundred sutra covers, along with a significant assemblage of other textiles, were acquired from Carl Schuster, who served as assistant curator of Chinese art at the Philadelphia Museum of Art from 1935 to 1937. Schuster’s collection is an important resource for the study of Chinese textiles.",13 7/16 × 6 5/8 inches (34.2 × 16.8 cm),3,,https://www.philamuseum.org/collection/object/149110,"https://iiif.micr.io/dIjOL/full/^300,/0/default.jpg",,"Purchased with the John T. Morris Fund from the Carl Schuster Collection, 1940",149110,2026-06-01,,2026-06-01,2026-06-01,缎面辅以纬线，莲花卷轴,纺织品,手风琴式装订的佛经通常用装饰性丝绸包裹的纸板制成的盖子保护。标题和卷号出现在粘在织物上的纸条上。丝绸用于佛经封面至少可以追溯到唐朝（618-907），但现存的大多数例子都来自明朝（1368-1644）以及后来中国印刷业发展的时期。在某些情况下，佛经印刷是由帝国政府赞助的，从而产生了基于宫廷收藏文本的高级版本。光泽丝绸的复杂编织，有时以金属线为亮点，使各种图案和图案成为可能。这些包括花卉卷轴、佛教标志、中国传统的祝福符号和具有吉祥意义的汉字，所有这些都可以在由漆、金、银和瓷器制成的佛教礼器和器具上找到。1940年，从1935年至1937年担任费城艺术博物馆中国艺术助理馆长的卡尔·舒斯特那里获得了500多个佛经封面，以及大量其他纺织品。舒斯特的藏品是研究中国纺织品的重要资源。
1694,1523,经文封面,Sutra Cover,16th - early 17th century,26.0,Textiles,"Satin with supplementary weft, lotus scroll","Buddhist scriptures, or sutras, that are bound accordion-style are often protected with covers composed of paperboard wrapped in decorative silk. Titles and volume numbers appear on strips of paper adhered to the fabric. The use of silk for sutra covers dates back to at least the Tang dynasty (618–907), but most extant examples are from the Ming dynasty (1368–1644) and later, when the printing industry grew in China. In some cases, sutra printings were sponsored by the imperial government, resulting in superior editions based on texts from the palace collection.

Complex weaves of lustrous silk, sometimes highlighted by metallic thread, made possible a wide array of patterns and motifs. These include floral scrolls, Buddhist emblems, traditional Chinese symbols of blessings, and Chinese characters with auspicious meanings, all of which are also found on Buddhist ritual vessels and implements made from lacquer, gold, silver, and porcelain. 

In 1940 more than five hundred sutra covers, along with a significant assemblage of other textiles, were acquired from Carl Schuster, who served as assistant curator of Chinese art at the Philadelphia Museum of Art from 1935 to 1937. Schuster’s collection is an important resource for the study of Chinese textiles.",14 1/4 × 5 inches (36.2 × 12.7 cm),3,,https://www.philamuseum.org/collection/object/149113,"https://iiif.micr.io/PnbSN/full/^300,/0/default.jpg",,"Purchased with the John T. Morris Fund from the Carl Schuster Collection, 1940",149113,2026-06-01,,2026-06-01,2026-06-01,缎面辅以纬线，莲花卷轴,纺织品,"Buddhist scriptures, or sutras, that are bound accordion-style are often protected with covers composed of paperboard wrapped in decorative silk. Titles and volume numbers appear on strips of paper adhered to the fabric. The use of silk for sutra covers dates back to at least the Tang dynasty (618–907), but most extant examples are from the Ming dynasty (1368–1644) and later, when the printing industry grew in China. In some cases, sutra printings were sponsored by the imperial government, resulting in superior editions based on texts from the palace collection.

Complex weaves of lustrous silk, sometimes highlighted by metallic thread, made possible a wide array of patterns and motifs. These include floral scrolls, Buddhist emblems, traditional Chinese symbols of blessings, and Chinese characters with auspicious meanings, all of which are also found on Buddhist ritual vessels and implements made from lacquer, gold, silver, and porcelain. 

In 1940 more than five hundred sutra covers, along with a significant assemblage of other textiles, were acquired from Carl Schuster, who served as assistant curator of Chinese art at the Philadelphia Museum of Art from 1935 to 1937. Schuster’s collection is an important resource for the study of Chinese textiles."
2453,1524,经文封面,Sutra Cover,16th - early 17th century,26.0,Textiles,"Satin with supplementary weft, lotus scroll, dragon and phoenix","Buddhist scriptures, or sutras, that are bound accordion-style are often protected with covers composed of paperboard wrapped in decorative silk. Titles and volume numbers appear on strips of paper adhered to the fabric. The use of silk for sutra covers dates back to at least the Tang dynasty (618–907), but most extant examples are from the Ming dynasty (1368–1644) and later, when the printing industry grew in China. In some cases, sutra printings were sponsored by the imperial government, resulting in superior editions based on texts from the palace collection.

Complex weaves of lustrous silk, sometimes highlighted by metallic thread, made possible a wide array of patterns and motifs. These include floral scrolls, Buddhist emblems, traditional Chinese symbols of blessings, and Chinese characters with auspicious meanings, all of which are also found on Buddhist ritual vessels and implements made from lacquer, gold, silver, and porcelain. 

In 1940 more than five hundred sutra covers, along with a significant assemblage of other textiles, were acquired from Carl Schuster, who served as assistant curator of Chinese art at the Philadelphia Museum of Art from 1935 to 1937. Schuster’s collection is an important resource for the study of Chinese textiles.",14 5/16 × 5 inches (36.3 × 12.7 cm),3,,https://www.philamuseum.org/collection/object/149114,"https://iiif.micr.io/JUONn/full/^300,/0/default.jpg",,"Purchased with the John T. Morris Fund from the Carl Schuster Collection, 1940",149114,2026-06-01,,2026-06-01,2026-06-01,缎带辅纬、莲花卷、龙凤,纺织品,"Buddhist scriptures, or sutras, that are bound accordion-style are often protected with covers composed of paperboard wrapped in decorative silk. Titles and volume numbers appear on strips of paper adhered to the fabric. The use of silk for sutra covers dates back to at least the Tang dynasty (618–907), but most extant examples are from the Ming dynasty (1368–1644) and later, when the printing industry grew in China. In some cases, sutra printings were sponsored by the imperial government, resulting in superior editions based on texts from the palace collection.

Complex weaves of lustrous silk, sometimes highlighted by metallic thread, made possible a wide array of patterns and motifs. These include floral scrolls, Buddhist emblems, traditional Chinese symbols of blessings, and Chinese characters with auspicious meanings, all of which are also found on Buddhist ritual vessels and implements made from lacquer, gold, silver, and porcelain. 

In 1940 more than five hundred sutra covers, along with a significant assemblage of other textiles, were acquired from Carl Schuster, who served as assistant curator of Chinese art at the Philadelphia Museum of Art from 1935 to 1937. Schuster’s collection is an important resource for the study of Chinese textiles."
